,XID,YID,n_XY,n_X,n_Y,n_Transactions,Support,Confidence,Lift
18536,OFF-BI-10004967,TEC-PH-10001760,1,6,5,5009,0.001197844,0.166666667,0.033333333
18537,OFF-EN-10004846,TEC-PH-10001760,1,4,5,5009,0.000798563,0.25,0.05
18538,OFF-FA-10000735,TEC-PH-10001760,1,5,5,5009,0.000998203,0.2,0.04
18539,OFF-PA-10001838,TEC-PH-10001760,1,10,5,5009,0.001996406,0.1,0.02
18540,OFF-PA-10004071,TEC-PH-10001760,1,10,5,5009,0.001996406,0.1,0.02
18541,OFF-SU-10003567,TEC-PH-10001760,1,4,5,5009,0.000798563,0.25,0.05
18542,TEC-AC-10002134,TEC-PH-10001760,1,3,5,5009,0.000598922,0.333333333,0.066666667
18543,TEC-AC-10003038,TEC-PH-10001760,1,13,5,5009,0.002595328,0.076923077,0.015384615
18544,TEC-PH-10000673,TEC-PH-10001760,1,5,5,5009,0.000998203,0.2,0.04
18545,TEC-PH-10001459,TEC-PH-10001760,1,6,5,5009,0.001197844,0.166666667,0.033333333
18546,TEC-PH-10001557,TEC-PH-10001760,1,10,5,5009,0.001996406,0.1,0.02
18547,OFF-AP-10004708,OFF-AP-10001947,1,9,6,5009,0.001796766,0.111111111,0.018518519
18548,OFF-BI-10001922,OFF-AP-10001947,1,5,6,5009,0.000998203,0.2,0.033333333
18549,OFF-FA-10000840,OFF-AP-10001947,1,3,6,5009,0.000598922,0.333333333,0.055555556
18550,OFF-PA-10004519,OFF-AP-10001947,1,4,6,5009,0.000798563,0.25,0.041666667
18551,OFF-ST-10002301,OFF-AP-10001947,1,9,6,5009,0.001796766,0.111111111,0.018518519
18552,OFF-SU-10004115,OFF-AP-10001947,1,4,6,5009,0.000798563,0.25,0.041666667
18553,OFF-AP-10004859,OFF-BI-10001294,1,8,5,5009,0.001597125,0.125,0.025
18554,OFF-BI-10000546,OFF-BI-10001294,1,12,5,5009,0.002395688,0.083333333,0.016666667
18555,OFF-BI-10001636,OFF-BI-10001294,1,9,5,5009,0.001796766,0.111111111,0.022222222
18556,OFF-LA-10003663,OFF-BI-10001294,1,3,5,5009,0.000598922,0.333333333,0.066666667
18557,OFF-LA-10004093,OFF-BI-10001294,1,9,5,5009,0.001796766,0.111111111,0.022222222
18558,OFF-PA-10001892,OFF-BI-10001294,1,5,5,5009,0.000998203,0.2,0.04
18559,OFF-SU-10002503,OFF-BI-10001294,1,4,5,5009,0.000798563,0.25,0.05
18560,OFF-AP-10004859,TEC-AC-10003447,1,8,4,5009,0.001597125,0.125,0.03125
18561,OFF-BI-10003727,TEC-AC-10003447,1,9,4,5009,0.001796766,0.111111111,0.027777778
18562,OFF-BI-10004967,TEC-AC-10003447,1,6,4,5009,0.001197844,0.166666667,0.041666667
18563,OFF-PA-10004285,TEC-AC-10003447,1,6,4,5009,0.001197844,0.166666667,0.041666667
18564,OFF-ST-10002276,TEC-AC-10003447,1,5,4,5009,0.000998203,0.2,0.05
18565,OFF-AP-10004980,OFF-PA-10000501,1,4,3,5009,0.000798563,0.25,0.083333333
18566,OFF-BI-10000778,OFF-PA-10000501,1,4,3,5009,0.000798563,0.25,0.083333333
18567,OFF-BI-10003984,OFF-PA-10000501,1,7,3,5009,0.001397485,0.142857143,0.047619048
18568,OFF-ST-10000798,OFF-PA-10000501,1,4,3,5009,0.000798563,0.25,0.083333333
18569,OFF-ST-10002743,OFF-PA-10000501,1,10,3,5009,0.001996406,0.1,0.033333333
18570,TEC-AC-10001990,OFF-PA-10000501,1,5,3,5009,0.000998203,0.2,0.066666667
18571,TEC-AC-10004209,OFF-PA-10000501,1,5,3,5009,0.000998203,0.2,0.066666667
18572,TEC-PH-10001750,OFF-PA-10000501,1,8,3,5009,0.001597125,0.125,0.041666667
18573,OFF-AP-10004980,TEC-PH-10001750,1,4,8,5009,0.000798563,0.25,0.03125
18574,OFF-BI-10000778,TEC-PH-10001750,1,4,8,5009,0.000798563,0.25,0.03125
18575,OFF-BI-10001308,TEC-PH-10001750,1,8,8,5009,0.001597125,0.125,0.015625
18576,OFF-BI-10003984,TEC-PH-10001750,1,7,8,5009,0.001397485,0.142857143,0.017857143
18577,OFF-LA-10000443,TEC-PH-10001750,1,8,8,5009,0.001597125,0.125,0.015625
18578,OFF-PA-10000501,TEC-PH-10001750,1,3,8,5009,0.000598922,0.333333333,0.041666667
18579,OFF-ST-10000798,TEC-PH-10001750,1,4,8,5009,0.000798563,0.25,0.03125
18580,OFF-ST-10001321,TEC-PH-10001750,1,9,8,5009,0.001796766,0.111111111,0.013888889
18581,OFF-ST-10002743,TEC-PH-10001750,1,10,8,5009,0.001996406,0.1,0.0125
18582,TEC-AC-10000023,TEC-PH-10001750,1,5,8,5009,0.000998203,0.2,0.025
18583,TEC-AC-10004510,TEC-PH-10001750,1,12,8,5009,0.002395688,0.083333333,0.010416667
18584,TEC-PH-10002890,TEC-PH-10001750,1,10,8,5009,0.001996406,0.1,0.0125
18585,OFF-AR-10000034,OFF-AR-10000614,1,6,4,5009,0.001197844,0.166666667,0.041666667
18586,OFF-AR-10003190,OFF-AR-10000614,1,6,4,5009,0.001197844,0.166666667,0.041666667
18587,OFF-BI-10001900,OFF-AR-10000614,1,4,4,5009,0.000798563,0.25,0.0625
18588,OFF-LA-10003766,OFF-AR-10000614,1,7,4,5009,0.001397485,0.142857143,0.035714286
18589,OFF-ST-10004950,OFF-AR-10000614,1,11,4,5009,0.002196047,0.090909091,0.022727273
18590,OFF-SU-10001165,OFF-AR-10000614,1,5,4,5009,0.000998203,0.2,0.05
18591,TEC-AC-10003198,OFF-AR-10000614,1,6,4,5009,0.001197844,0.166666667,0.041666667
18592,TEC-PH-10003171,OFF-AR-10000614,1,7,4,5009,0.001397485,0.142857143,0.035714286
18593,OFF-AR-10000034,TEC-AC-10000290,1,6,4,5009,0.001197844,0.166666667,0.041666667
18594,OFF-BI-10002160,TEC-AC-10000290,1,7,4,5009,0.001397485,0.142857143,0.035714286
18595,OFF-BI-10003460,TEC-AC-10000290,1,9,4,5009,0.001796766,0.111111111,0.027777778
18596,OFF-BI-10004519,TEC-AC-10000290,1,8,4,5009,0.001597125,0.125,0.03125
18597,OFF-BI-10004995,TEC-AC-10000290,1,6,4,5009,0.001197844,0.166666667,0.041666667
18598,OFF-PA-10001970,TEC-AC-10000290,2,19,4,5009,0.003793172,0.105263158,0.026315789
18599,OFF-PA-10003625,TEC-AC-10000290,1,3,4,5009,0.000598922,0.333333333,0.083333333
18600,OFF-ST-10002574,TEC-AC-10000290,1,10,4,5009,0.001996406,0.1,0.025
18601,OFF-ST-10002790,TEC-AC-10000290,1,5,4,5009,0.000998203,0.2,0.05
18602,OFF-SU-10001935,TEC-AC-10000290,1,6,4,5009,0.001197844,0.166666667,0.041666667
18603,OFF-AR-10000034,TEC-AC-10002558,1,6,2,5009,0.001197844,0.166666667,0.083333333
18604,OFF-AR-10003338,TEC-AC-10002558,1,7,2,5009,0.001397485,0.142857143,0.071428571
18605,OFF-AR-10003829,TEC-AC-10002558,1,9,2,5009,0.001796766,0.111111111,0.055555556
18606,OFF-AR-10000122,OFF-ST-10000352,1,7,4,5009,0.001397485,0.142857143,0.035714286
18607,OFF-PA-10000575,OFF-ST-10000352,1,7,4,5009,0.001397485,0.142857143,0.035714286
18608,TEC-PH-10004165,OFF-ST-10000352,1,9,4,5009,0.001796766,0.111111111,0.027777778
18609,OFF-AR-10000127,TEC-PH-10001615,1,4,5,5009,0.000798563,0.25,0.05
18610,OFF-AR-10004757,TEC-PH-10001615,1,11,5,5009,0.002196047,0.090909091,0.018181818
18611,OFF-BI-10002976,TEC-PH-10001615,1,4,5,5009,0.000798563,0.25,0.05
18612,OFF-LA-10002787,TEC-PH-10001615,1,6,5,5009,0.001197844,0.166666667,0.033333333
18613,OFF-PA-10003349,TEC-PH-10001615,1,6,5,5009,0.001197844,0.166666667,0.033333333
18614,OFF-PA-10004475,TEC-PH-10001615,1,4,5,5009,0.000798563,0.25,0.05
18615,OFF-ST-10003208,TEC-PH-10001615,1,12,5,5009,0.002395688,0.083333333,0.016666667
18616,OFF-SU-10002881,TEC-PH-10001615,1,6,5,5009,0.001197844,0.166666667,0.033333333
18617,TEC-AC-10004510,TEC-PH-10001615,1,12,5,5009,0.002395688,0.083333333,0.016666667
18618,TEC-PH-10003645,TEC-PH-10001615,1,7,5,5009,0.001397485,0.142857143,0.028571429
18619,OFF-AR-10000203,OFF-AR-10004790,1,4,2,5009,0.000798563,0.25,0.125
18620,OFF-ST-10003208,OFF-AR-10004790,1,12,2,5009,0.002395688,0.083333333,0.041666667
18621,OFF-AR-10000315,OFF-PA-10000007,1,3,3,5009,0.000598922,0.333333333,0.111111111
18622,OFF-AR-10002335,OFF-PA-10000007,1,6,3,5009,0.001197844,0.166666667,0.055555556
18623,OFF-BI-10001634,OFF-PA-10000007,1,6,3,5009,0.001197844,0.166666667,0.055555556
18624,OFF-BI-10004001,OFF-PA-10000007,1,8,3,5009,0.001597125,0.125,0.041666667
18625,OFF-LA-10000248,OFF-PA-10000007,1,6,3,5009,0.001197844,0.166666667,0.055555556
18626,OFF-AR-10000380,FUR-FU-10002963,1,10,4,5009,0.001996406,0.1,0.025
18627,OFF-PA-10000673,FUR-FU-10002963,1,2,4,5009,0.000399281,0.5,0.125
18628,OFF-PA-10003228,FUR-FU-10002963,1,5,4,5009,0.000998203,0.2,0.05
18629,OFF-PA-10003848,FUR-FU-10002963,1,8,4,5009,0.001597125,0.125,0.03125
18630,OFF-SU-10004261,FUR-FU-10002963,1,4,4,5009,0.000798563,0.25,0.0625
18631,TEC-AC-10000474,FUR-FU-10002963,1,6,4,5009,0.001197844,0.166666667,0.041666667
18632,TEC-PH-10001552,FUR-FU-10002963,1,10,4,5009,0.001996406,0.1,0.025
18633,TEC-PH-10002447,FUR-FU-10002963,1,4,4,5009,0.000798563,0.25,0.0625
18634,TEC-PH-10003095,FUR-FU-10002963,1,7,4,5009,0.001397485,0.142857143,0.035714286
18635,OFF-AR-10000380,TEC-PH-10003601,1,10,4,5009,0.001996406,0.1,0.025
18636,OFF-BI-10000546,TEC-PH-10003601,1,12,4,5009,0.002395688,0.083333333,0.020833333
18637,OFF-BI-10001196,TEC-PH-10003601,1,4,4,5009,0.000798563,0.25,0.0625
18638,OFF-EN-10001453,TEC-PH-10003601,1,5,4,5009,0.000998203,0.2,0.05
18639,OFF-LA-10002195,TEC-PH-10003601,1,5,4,5009,0.000998203,0.2,0.05
18640,OFF-LA-10004545,TEC-PH-10003601,1,5,4,5009,0.000998203,0.2,0.05
18641,OFF-PA-10001994,TEC-PH-10003601,1,3,4,5009,0.000598922,0.333333333,0.083333333
18642,OFF-ST-10001328,TEC-PH-10003601,1,8,4,5009,0.001597125,0.125,0.03125
18643,OFF-ST-10001522,TEC-PH-10003601,1,10,4,5009,0.001996406,0.1,0.025
18644,TEC-AC-10002049,TEC-PH-10003601,1,15,4,5009,0.00299461,0.066666667,0.016666667
18645,TEC-MA-10002981,TEC-PH-10003601,1,1,4,5009,0.000199641,1,0.25
18646,OFF-AR-10000390,OFF-AR-10001725,1,7,6,5009,0.001397485,0.142857143,0.023809524
18647,OFF-AR-10003373,OFF-AR-10001725,1,7,6,5009,0.001397485,0.142857143,0.023809524
18648,OFF-AR-10004269,OFF-AR-10001725,1,5,6,5009,0.000998203,0.2,0.033333333
18649,OFF-BI-10002794,OFF-AR-10001725,1,7,6,5009,0.001397485,0.142857143,0.023809524
18650,OFF-BI-10003007,OFF-AR-10001725,1,7,6,5009,0.001397485,0.142857143,0.023809524
18651,OFF-BI-10004632,OFF-AR-10001725,1,14,6,5009,0.002794969,0.071428571,0.011904762
18652,OFF-FA-10000840,OFF-AR-10001725,1,3,6,5009,0.000598922,0.333333333,0.055555556
18653,TEC-AC-10004171,OFF-AR-10001725,1,6,6,5009,0.001197844,0.166666667,0.027777778
18654,TEC-PH-10003356,OFF-AR-10001725,1,3,6,5009,0.000598922,0.333333333,0.055555556
18655,OFF-AR-10000411,TEC-MA-10004086,1,2,1,5009,0.000399281,0.5,0.5
18656,OFF-AR-10001473,TEC-MA-10004086,1,3,1,5009,0.000598922,0.333333333,0.333333333
18657,OFF-PA-10000246,TEC-MA-10004086,1,5,1,5009,0.000998203,0.2,0.2
18658,OFF-PA-10003039,TEC-MA-10004086,1,6,1,5009,0.001197844,0.166666667,0.166666667
18659,TEC-AC-10004633,TEC-MA-10004086,1,6,1,5009,0.001197844,0.166666667,0.166666667
18660,OFF-AR-10000422,OFF-AR-10000127,1,4,4,5009,0.000798563,0.25,0.0625
18661,OFF-AR-10004757,OFF-AR-10000127,1,11,4,5009,0.002196047,0.090909091,0.022727273
18662,OFF-PA-10003172,OFF-AR-10000127,1,8,4,5009,0.001597125,0.125,0.03125
18663,OFF-PA-10003349,OFF-AR-10000127,1,6,4,5009,0.001197844,0.166666667,0.041666667
18664,OFF-SU-10002881,OFF-AR-10000127,1,6,4,5009,0.001197844,0.166666667,0.041666667
18665,TEC-PH-10001615,OFF-AR-10000127,1,5,4,5009,0.000998203,0.2,0.05
18666,OFF-AR-10000538,OFF-BI-10002867,1,3,6,5009,0.000598922,0.333333333,0.055555556
18667,OFF-LA-10004689,OFF-BI-10002867,1,5,6,5009,0.000998203,0.2,0.033333333
18668,OFF-PA-10000994,OFF-BI-10002867,1,9,6,5009,0.001796766,0.111111111,0.018518519
18669,OFF-ST-10001291,OFF-BI-10002867,1,5,6,5009,0.000998203,0.2,0.033333333
18670,OFF-AR-10000588,OFF-AR-10004974,1,9,1,5009,0.001796766,0.111111111,0.111111111
18671,OFF-AR-10001953,OFF-AR-10004974,1,7,1,5009,0.001397485,0.142857143,0.142857143
18672,OFF-AR-10003156,OFF-AR-10004974,1,5,1,5009,0.000998203,0.2,0.2
18673,OFF-ST-10001469,OFF-AR-10004974,1,7,1,5009,0.001397485,0.142857143,0.142857143
18674,TEC-PH-10002365,OFF-AR-10004974,1,3,1,5009,0.000598922,0.333333333,0.333333333
18675,OFF-AR-10000634,FUR-FU-10002501,1,7,6,5009,0.001397485,0.142857143,0.023809524
18676,TEC-AC-10000358,FUR-FU-10002501,1,6,6,5009,0.001197844,0.166666667,0.027777778
18677,TEC-PH-10003885,FUR-FU-10002501,1,5,6,5009,0.000998203,0.2,0.033333333
18678,OFF-AR-10000634,TEC-PH-10002824,1,7,3,5009,0.001397485,0.142857143,0.047619048
18679,OFF-BI-10004364,TEC-PH-10002824,1,12,3,5009,0.002395688,0.083333333,0.027777778
18680,OFF-PA-10004965,TEC-PH-10002824,1,3,3,5009,0.000598922,0.333333333,0.111111111
18681,OFF-AR-10000657,OFF-FA-10001843,1,5,4,5009,0.000998203,0.2,0.05
18682,OFF-AR-10001374,OFF-FA-10001843,1,6,4,5009,0.001197844,0.166666667,0.041666667
18683,OFF-AR-10001953,OFF-FA-10001843,1,7,4,5009,0.001397485,0.142857143,0.035714286
18684,OFF-PA-10001870,OFF-FA-10001843,1,8,4,5009,0.001597125,0.125,0.03125
18685,OFF-PA-10002036,OFF-FA-10001843,1,5,4,5009,0.000998203,0.2,0.05
18686,OFF-ST-10003816,OFF-FA-10001843,1,8,4,5009,0.001597125,0.125,0.03125
18687,OFF-AR-10000657,TEC-MA-10002859,1,5,2,5009,0.000998203,0.2,0.1
18688,OFF-AR-10002375,TEC-MA-10002859,1,7,2,5009,0.001397485,0.142857143,0.071428571
18689,OFF-BI-10000088,TEC-MA-10002859,1,8,2,5009,0.001597125,0.125,0.0625
18690,OFF-FA-10000134,TEC-MA-10002859,1,5,2,5009,0.000998203,0.2,0.1
18691,OFF-FA-10004854,TEC-MA-10002859,1,8,2,5009,0.001597125,0.125,0.0625
18692,OFF-AR-10000658,OFF-PA-10001246,1,7,2,5009,0.001397485,0.142857143,0.071428571
18693,OFF-BI-10004233,OFF-PA-10001246,1,8,2,5009,0.001597125,0.125,0.0625
18694,OFF-PA-10000100,OFF-PA-10001246,1,8,2,5009,0.001597125,0.125,0.0625
18695,OFF-PA-10001815,OFF-PA-10001246,1,5,2,5009,0.000998203,0.2,0.1
18696,OFF-SU-10001165,OFF-PA-10001246,1,5,2,5009,0.000998203,0.2,0.1
18697,OFF-AR-10000716,FUR-FU-10004622,1,7,3,5009,0.001397485,0.142857143,0.047619048
18698,OFF-BI-10002735,FUR-FU-10004622,1,10,3,5009,0.001996406,0.1,0.033333333
18699,OFF-BI-10003529,FUR-FU-10004622,1,6,3,5009,0.001197844,0.166666667,0.055555556
18700,TEC-AC-10000521,FUR-FU-10004622,1,4,3,5009,0.000798563,0.25,0.083333333
18701,OFF-AR-10000823,OFF-PA-10001826,1,3,2,5009,0.000598922,0.333333333,0.166666667
18702,OFF-PA-10001776,OFF-PA-10001826,1,9,2,5009,0.001796766,0.111111111,0.055555556
18703,OFF-AR-10000823,TEC-PH-10004700,1,3,4,5009,0.000598922,0.333333333,0.083333333
18704,OFF-AR-10004456,TEC-PH-10004700,1,4,4,5009,0.000798563,0.25,0.0625
18705,OFF-BI-10000050,TEC-PH-10004700,1,10,4,5009,0.001996406,0.1,0.025
18706,OFF-BI-10000591,TEC-PH-10004700,1,4,4,5009,0.000798563,0.25,0.0625
18707,OFF-BI-10003429,TEC-PH-10004700,1,9,4,5009,0.001796766,0.111111111,0.027777778
18708,OFF-BI-10004593,TEC-PH-10004700,1,8,4,5009,0.001597125,0.125,0.03125
18709,OFF-PA-10002377,TEC-PH-10004700,1,14,4,5009,0.002794969,0.071428571,0.017857143
18710,OFF-AR-10000937,FUR-BO-10001601,1,2,3,5009,0.000399281,0.5,0.166666667
18711,OFF-BI-10002827,FUR-BO-10001601,1,6,3,5009,0.001197844,0.166666667,0.055555556
18712,OFF-PA-10001509,FUR-BO-10001601,1,5,3,5009,0.000998203,0.2,0.066666667
18713,OFF-PA-10003465,FUR-BO-10001601,1,4,3,5009,0.000798563,0.25,0.083333333
18714,OFF-ST-10001321,FUR-BO-10001601,1,9,3,5009,0.001796766,0.111111111,0.037037037
18715,OFF-ST-10001932,FUR-BO-10001601,1,7,3,5009,0.001397485,0.142857143,0.047619048
18716,OFF-ST-10002743,FUR-BO-10001601,1,10,3,5009,0.001996406,0.1,0.033333333
18717,TEC-PH-10000038,FUR-BO-10001601,1,5,3,5009,0.000998203,0.2,0.066666667
18718,TEC-PH-10002680,FUR-BO-10001601,1,3,3,5009,0.000598922,0.333333333,0.111111111
18719,OFF-AR-10001022,FUR-TA-10004607,1,3,7,5009,0.000598922,0.333333333,0.047619048
18720,OFF-BI-10000138,FUR-TA-10004607,1,8,7,5009,0.001597125,0.125,0.017857143
18721,OFF-BI-10004094,FUR-TA-10004607,1,5,7,5009,0.000998203,0.2,0.028571429
18722,OFF-ST-10003479,FUR-TA-10004607,1,7,7,5009,0.001397485,0.142857143,0.020408163
18723,TEC-PH-10004165,FUR-TA-10004607,1,9,7,5009,0.001796766,0.111111111,0.015873016
18724,OFF-AR-10001044,OFF-AR-10002804,1,9,5,5009,0.001796766,0.111111111,0.022222222
18725,OFF-ST-10001476,OFF-AR-10002804,1,5,5,5009,0.000998203,0.2,0.04
18726,OFF-AR-10001118,OFF-EN-10000927,1,2,4,5009,0.000399281,0.5,0.125
18727,OFF-AR-10003373,OFF-EN-10000927,1,7,4,5009,0.001397485,0.142857143,0.035714286
18728,OFF-BI-10001575,OFF-EN-10000927,1,6,4,5009,0.001197844,0.166666667,0.041666667
18729,OFF-BI-10001636,OFF-EN-10000927,1,9,4,5009,0.001796766,0.111111111,0.027777778
18730,OFF-BI-10001658,OFF-EN-10000927,1,12,4,5009,0.002395688,0.083333333,0.020833333
18731,OFF-BI-10001982,OFF-EN-10000927,1,7,4,5009,0.001397485,0.142857143,0.035714286
18732,OFF-LA-10002312,OFF-EN-10000927,1,5,4,5009,0.000998203,0.2,0.05
18733,OFF-LA-10003510,OFF-EN-10000927,1,11,4,5009,0.002196047,0.090909091,0.022727273
18734,OFF-PA-10000482,OFF-EN-10000927,1,6,4,5009,0.001197844,0.166666667,0.041666667
18735,OFF-PA-10001736,OFF-EN-10000927,1,5,4,5009,0.000998203,0.2,0.05
18736,TEC-PH-10002310,OFF-EN-10000927,1,7,4,5009,0.001397485,0.142857143,0.035714286
18737,TEC-PH-10002834,OFF-EN-10000927,1,5,4,5009,0.000998203,0.2,0.05
18738,OFF-AR-10001118,OFF-LA-10002312,1,2,5,5009,0.000399281,0.5,0.1
18739,OFF-AR-10003373,OFF-LA-10002312,1,7,5,5009,0.001397485,0.142857143,0.028571429
18740,OFF-BI-10000042,OFF-LA-10002312,1,3,5,5009,0.000598922,0.333333333,0.066666667
18741,OFF-BI-10001575,OFF-LA-10002312,1,6,5,5009,0.001197844,0.166666667,0.033333333
18742,OFF-BI-10001982,OFF-LA-10002312,1,7,5,5009,0.001397485,0.142857143,0.028571429
18743,OFF-EN-10000927,OFF-LA-10002312,1,4,5,5009,0.000798563,0.25,0.05
18744,OFF-LA-10003510,OFF-LA-10002312,1,11,5,5009,0.002196047,0.090909091,0.018181818
18745,OFF-PA-10003022,OFF-LA-10002312,1,6,5,5009,0.001197844,0.166666667,0.033333333
18746,OFF-ST-10001291,OFF-LA-10002312,1,5,5,5009,0.000998203,0.2,0.04
18747,OFF-ST-10002957,OFF-LA-10002312,1,5,5,5009,0.000998203,0.2,0.04
18748,OFF-AR-10001149,FUR-BO-10000112,1,7,1,5009,0.001397485,0.142857143,0.142857143
18749,OFF-PA-10004041,FUR-BO-10000112,1,6,1,5009,0.001197844,0.166666667,0.166666667
18750,OFF-AR-10001231,OFF-EN-10004773,1,3,4,5009,0.000598922,0.333333333,0.083333333
18751,OFF-AR-10001246,OFF-EN-10004773,1,7,4,5009,0.001397485,0.142857143,0.035714286
18752,OFF-BI-10000632,OFF-EN-10004773,1,11,4,5009,0.002196047,0.090909091,0.022727273
18753,OFF-BI-10004970,OFF-EN-10004773,1,13,4,5009,0.002595328,0.076923077,0.019230769
18754,OFF-PA-10001295,OFF-EN-10004773,1,7,4,5009,0.001397485,0.142857143,0.035714286
18755,OFF-PA-10004327,OFF-EN-10004773,1,5,4,5009,0.000998203,0.2,0.05
18756,OFF-ST-10002743,OFF-EN-10004773,1,10,4,5009,0.001996406,0.1,0.025
18757,OFF-ST-10003470,OFF-EN-10004773,1,6,4,5009,0.001197844,0.166666667,0.041666667
18758,OFF-AR-10001246,OFF-AR-10001231,1,7,3,5009,0.001397485,0.142857143,0.047619048
18759,OFF-EN-10004773,OFF-AR-10001231,1,4,3,5009,0.000798563,0.25,0.083333333
18760,OFF-PA-10001295,OFF-AR-10001231,1,7,3,5009,0.001397485,0.142857143,0.047619048
18761,OFF-PA-10004327,OFF-AR-10001231,1,5,3,5009,0.000998203,0.2,0.066666667
18762,OFF-ST-10002743,OFF-AR-10001231,1,10,3,5009,0.001996406,0.1,0.033333333
18763,OFF-ST-10003470,OFF-AR-10001231,1,6,3,5009,0.001197844,0.166666667,0.055555556
18764,OFF-AR-10001246,TEC-AC-10002345,1,7,6,5009,0.001397485,0.142857143,0.023809524
18765,OFF-AR-10003179,TEC-AC-10002345,1,7,6,5009,0.001397485,0.142857143,0.023809524
18766,OFF-ST-10001558,TEC-AC-10002345,1,11,6,5009,0.002196047,0.090909091,0.015151515
18767,TEC-PH-10003273,TEC-AC-10002345,1,4,6,5009,0.000798563,0.25,0.041666667
18768,TEC-PH-10004896,TEC-AC-10002345,1,5,6,5009,0.000998203,0.2,0.033333333
18769,OFF-AR-10001315,OFF-LA-10003714,1,7,3,5009,0.001397485,0.142857143,0.047619048
18770,OFF-BI-10000042,OFF-LA-10003714,1,3,3,5009,0.000598922,0.333333333,0.111111111
18771,OFF-BI-10001787,OFF-LA-10003714,1,4,3,5009,0.000798563,0.25,0.083333333
18772,OFF-ST-10002289,OFF-LA-10003714,1,4,3,5009,0.000798563,0.25,0.083333333
18773,OFF-ST-10003716,OFF-LA-10003714,1,12,3,5009,0.002395688,0.083333333,0.027777778
18774,OFF-AR-10001315,TEC-AC-10001539,1,7,4,5009,0.001397485,0.142857143,0.035714286
18775,OFF-PA-10002377,TEC-AC-10001539,1,14,4,5009,0.002794969,0.071428571,0.017857143
18776,OFF-ST-10000991,TEC-AC-10001539,1,8,4,5009,0.001597125,0.125,0.03125
18777,TEC-AC-10004595,TEC-AC-10001539,1,2,4,5009,0.000399281,0.5,0.125
18778,TEC-PH-10004006,TEC-AC-10001539,1,3,4,5009,0.000598922,0.333333333,0.083333333
18779,OFF-AR-10001374,OFF-AR-10000657,1,6,5,5009,0.001197844,0.166666667,0.033333333
18780,OFF-AR-10001953,OFF-AR-10000657,1,7,5,5009,0.001397485,0.142857143,0.028571429
18781,OFF-AR-10002375,OFF-AR-10000657,1,7,5,5009,0.001397485,0.142857143,0.028571429
18782,OFF-FA-10000134,OFF-AR-10000657,1,5,5,5009,0.000998203,0.2,0.04
18783,OFF-FA-10001843,OFF-AR-10000657,1,4,5,5009,0.000798563,0.25,0.05
18784,OFF-ST-10003816,OFF-AR-10000657,1,8,5,5009,0.001597125,0.125,0.025
18785,TEC-MA-10002859,OFF-AR-10000657,1,2,5,5009,0.000399281,0.5,0.1
18786,OFF-AR-10001374,OFF-PA-10000249,1,6,6,5009,0.001197844,0.166666667,0.027777778
18787,OFF-AR-10004027,OFF-PA-10000249,1,3,6,5009,0.000598922,0.333333333,0.055555556
18788,OFF-AR-10001374,TEC-AC-10000487,1,6,2,5009,0.001197844,0.166666667,0.083333333
18789,TEC-PH-10000912,TEC-AC-10000487,1,2,2,5009,0.000399281,0.5,0.25
18790,TEC-PH-10002262,TEC-AC-10000487,1,4,2,5009,0.000798563,0.25,0.125
18791,TEC-PH-10004977,TEC-AC-10000487,1,9,2,5009,0.001796766,0.111111111,0.055555556
18792,OFF-AR-10001473,OFF-AR-10000411,1,3,2,5009,0.000598922,0.333333333,0.166666667
18793,OFF-LA-10000262,OFF-AR-10000411,1,6,2,5009,0.001197844,0.166666667,0.083333333
18794,OFF-PA-10000246,OFF-AR-10000411,1,5,2,5009,0.000998203,0.2,0.1
18795,OFF-PA-10003039,OFF-AR-10000411,1,6,2,5009,0.001197844,0.166666667,0.083333333
18796,TEC-AC-10004633,OFF-AR-10000411,1,6,2,5009,0.001197844,0.166666667,0.083333333
18797,TEC-MA-10004086,OFF-AR-10000411,1,1,2,5009,0.000199641,1,0.5
18798,OFF-AR-10001573,OFF-EN-10003040,1,6,4,5009,0.001197844,0.166666667,0.041666667
18799,TEC-AC-10000844,OFF-EN-10003040,1,8,4,5009,0.001597125,0.125,0.03125
18800,TEC-PH-10000923,OFF-EN-10003040,1,5,4,5009,0.000998203,0.2,0.05
18801,OFF-AR-10001573,OFF-SU-10004290,1,6,3,5009,0.001197844,0.166666667,0.055555556
18802,OFF-BI-10004308,OFF-SU-10004290,1,4,3,5009,0.000798563,0.25,0.083333333
18803,OFF-PA-10000174,OFF-SU-10004290,1,6,3,5009,0.001197844,0.166666667,0.055555556
18804,OFF-AR-10001573,TEC-PH-10000730,1,6,2,5009,0.001197844,0.166666667,0.083333333
18805,OFF-BI-10000962,TEC-PH-10000730,1,10,2,5009,0.001996406,0.1,0.05
18806,OFF-BI-10001597,TEC-PH-10000730,1,12,2,5009,0.002395688,0.083333333,0.041666667
18807,OFF-LA-10004409,TEC-PH-10000730,1,5,2,5009,0.000998203,0.2,0.1
18808,OFF-PA-10000675,TEC-PH-10000730,1,9,2,5009,0.001796766,0.111111111,0.055555556
18809,OFF-ST-10004123,TEC-PH-10000730,1,8,2,5009,0.001597125,0.125,0.0625
18810,OFF-ST-10004950,TEC-PH-10000730,1,11,2,5009,0.002196047,0.090909091,0.045454545
18811,TEC-PH-10000895,TEC-PH-10000730,1,8,2,5009,0.001597125,0.125,0.0625
